Feature1,Feature2,Feature3,Target
37.454011884736246,37.92646856078981,31.10797573031718,355.7245355408654
95.07143064099162,31.443854653764816,52.514056842701486,343.75456328891926
73.1993941811405,22.38110465145311,72.37675015258449,207.6926197419307
59.86584841970366,42.551800788277944,63.93349318457367,302.3743482878469
15.601864044243651,37.38924690215517,68.39366887168698,314.0586856357571
15.599452033620265,16.504677573795654,59.527002002643044,319.64683426907015
5.8083612168199465,46.4370873797537,61.53659387107115,374.05171076819965
86.61761457749351,42.90148971692676,70.95173909391916,360.0807640180635
60.11150117432088,47.99199653167696,34.98008053155115,382.3715278380334
70.80725777960456,39.0287803355344,49.36549781858843,429.46497846263844
2.0584494295802447,34.536607837431596,33.27256650917613,443.89572161482806
96.99098521619943,26.729721451624755,79.26008047979883,415.4369228679483
83.24426408004217,47.309139334160534,76.64356038119679,486.6571087864804
21.233911067827616,44.642555580016335,22.365608682110356,205.4697748029085
18.182496720710063,11.808746804247576,62.33451035094131,258.7333957050638
18.34045098534338,11.054678979890081,75.51489904493995,202.26886249344264
30.42422429595377,25.058534675121983,30.83452070764001,394.2424142463809
52.475643163223786,42.422133231273314,54.07671383315777,469.4091646849961
43.194501864211574,49.49104517259778,74.92929785528251,273.0446889728898
29.122914019804192,16.016675644141127,22.03675871514793,478.110363438892
61.18528947223795,33.7652286140854,61.84521603481039,218.08021708686826
13.949386065204184,25.23563426524086,37.840940442353045,480.3308080416543
29.214464853521815,48.79657591258413,75.46377172259182,305.4868061718903
36.63618432936917,43.684756925428346,78.26349470992207,230.42624853476497
45.606998421703594,43.533148188445516,76.65598934680604,345.7615277558977
78.51759613930136,28.74772639179881,48.45285299944783,277.0329703161524
19.967378215835975,26.592780093506608,71.72255905935882,285.46187058857686
51.42344384136116,20.93628287722825,70.67296391210422,292.18698947788596
59.24145688620425,12.255019866037085,39.146028394595334,440.907769349799
4.645041271999773,44.588895050202126,69.73492844904064,361.74838300257636
60.75448519014384,42.516040365203104,22.220458082929557,293.39230974680106
17.052412368729154,49.98870693144522,55.77619270892318,383.1001349932755
6.505159298527952,49.86547348295622,33.80053023726218,414.84520226695804
94.88855372533332,32.2172682241051,27.234013146636727,281.78720022006013
96.56320330745594,40.75949660722042,24.61719209775255,324.06473045760544
80.83973481164611,47.79062919529712,61.777326552688386,236.56582800108427
30.46137691733707,43.98589562709646,40.39249782608397,254.3448048604041
9.767211400638388,19.893924069727905,63.48600629172569,404.33535618949486
68.42330265121569,28.02176541240374,23.921380447936542,254.4315043086881
44.01524937396013,15.1663766060598,38.91742026983662,357.549015100118
12.203823484477883,48.16204109034889,52.36947754252023,412.7138785167298
49.51769101112702,34.246985378035205,67.44338989033781,232.06307692842316
3.4388521115218396,19.14571222013851,39.12515017592419,370.19366588867103
90.9320402078782,36.86802737623427,57.55348258622055,276.96883511040915
25.87799816000169,34.72512961831583,73.15866489417124,488.8780625712739
66.2522284353982,24.32650872131362,56.951791290938274,345.0636940159774
31.171107608941096,14.54230368798516,33.97756848521803,441.79776493254747
52.00680211778108,36.862927823711985,21.464046893392283,365.0679626468785
54.67102793432797,30.812308036151734,72.2059324340558,213.02375985644574
18.485445552552704,40.892735669425576,21.27616465102323,389.9454126782067
96.95846277645586,30.806540044479735,72.48210036105196,485.4210026619971
77.51328233611146,44.0872600127416,51.73622804163272,380.48354604389937
93.9498941564189,32.07627355097942,76.34406191077377,445.7566578280371
89.48273504276489,32.437518861415455,67.92699414641993,465.26193900452233
59.78999788110851,45.0661441063338,79.87604663200025,268.42393158467974
92.18742350231169,26.139314648495883,41.04270892710261,263.613451972468
8.84925020519195,15.36060913802563,66.0312973358676,383.29429665529756
19.59828624191452,11.151307052533559,44.11585481655453,323.3085409420114
4.522728891053807,40.20549022694476,48.79253721823453,451.9583908600161
32.53303307632643,34.81238205413859,57.65032779310221,470.0069370194033
38.8677289689482,38.16319072396894,72.42062685118032,306.02641379081547
27.134903177389592,18.51856646035643,79.04500815195772,271.0611676923446
82.87375091519293,15.45485902347079,66.0964048318711,434.15765457315854
35.67533266935893,10.581786626715278,45.066006930040025,282.4418106644408
28.093450968738075,24.02350235226388,45.281420136624206,446.78429555410355
54.26960831582485,33.59670747418532,64.25493809533349,327.12147609462886
14.092422497476264,25.689761803989292,34.32662874609814,400.26496978744115
80.21969807540397,27.498996880949164,26.62844678788368,228.66059415040044
7.455064367977082,46.166347779749934,41.27732945844659,387.15779740297194
98.68869366005173,23.930218680932015,37.2343394992449,335.53030362116874
77.22447692966574,30.559579566392433,37.778487227359406,375.98253895264224
19.87156815341724,41.34612050964572,34.0164650629946,250.40426232345902
0.5522117123602399,25.861711292850806,22.525591378181712,421.0621234832546
81.54614284548342,34.883468009114935,21.072436084004828,458.83912326296854
70.68573438476172,44.49454834986981,79.26334338416189,265.0219400272327
72.90071680409874,47.98082494630569,45.66638802415174,228.71436665604853
77.12703466859458,15.882939237161517,43.0595988295809,207.09157581390093
7.4044651734090365,47.06350500645978,60.77883696158419,392.59145013297984
35.84657285442726,29.684651723181528,33.09523327190385,382.12821082663424
11.586905952512971,20.329775531958333,76.99767103701352,364.009223814221
86.31034258755935,28.36543024953045,67.18070086493313,269.58412883479264
62.329812682755794,49.201303011419085,25.364660138735573,317.2717987716544
33.08980248526492,29.704723759714785,45.0548465470957,378.3429005558519
6.355835028602364,23.150064411500328,72.74709845372988,349.03005765775083
31.09823217156622,35.33603417266903,76.68392133748462,496.3356560644662
32.518332202674706,19.605824751127724,48.044090674992184,240.93192576701995
72.96061783380641,13.034533124346556,56.80468335264246,408.54336621427814
63.75574713552131,15.155188876425969,30.02203676552451,321.29563043128763
88.72127425763266,15.121833558310897,79.4701175682186,328.45988447768445
47.22149251619493,16.076107740491775,33.90030208300661,415.2793296974529
11.959424593830171,15.553086905976405,76.56390644810753,407.7308453973109
71.3244787222995,35.634989792128586,58.97879893954211,497.37679811065647
76.07850486168974,17.275203375965795,56.46420769273155,238.51828683623756
56.127719756949624,23.82669133295453,50.76131066099052,231.2328948152499
77.0967179954561,45.87153639624047,33.84018870306552,417.30164513862235
49.379559636439076,28.958465610514892,30.591681920330494,373.51607510192275
52.27328293819941,36.702309540841085,33.22917254421052,282.2481999679418
42.75410183585496,16.892794848065193,31.18629572865527,223.82581069669598
2.541912674409519,17.69156075234683,66.7750684140052,225.69747487892917
10.789142699330444,11.634744650659155,41.0075155500038,468.25726239923546
3.142918568673425,16.757402522886583,23.470560593803782,257.5601974156229
63.64104112637804,21.143613561278343,78.14615780844868,297.01146863465624
31.435598107632668,17.080419371069873,73.02715309780554,267.99692066809644
50.85706911647028,13.548101350282224,75.66513699171279,306.49889174958116
90.7566473926093,14.825434844024032,79.69446935878611,220.82715282382802
24.929222914887493,28.43115072130903,30.433714953169236,355.7179372724811
41.038292303562976,18.2533487362317,43.77452113415953,220.28376907766446
75.55511385430486,24.57079444192302,65.49430854224548,440.10695234670845
22.879816549162246,30.136690834194276,61.761237083227535,270.1136245731299
7.697990982879299,37.615793145174614,29.233754380391304,362.0035743813532
28.9751452913768,11.572485593643957,68.94998749943707,464.0237262684375
16.122128725400444,41.976415956361706,33.46643431019964,395.2632107141583
92.96976523425731,35.11601557963631,33.42905688935738,359.88733596540055
80.8120379564417,13.270361277954876,52.218465373604815,297.30012593461265
63.34037565104234,44.94314496427109,55.576396090502186,299.9005739174594
87.14605901877177,46.83489602127253,54.80517247026867,400.84608655945704
80.36720768991145,12.44311839419455,25.489210243865294,498.24180836635026
18.657005888603585,21.07510592588815,72.64765175782281,398.5517569548136
89.25589984899777,42.24805119172245,35.93600255532236,367.33502521100746
53.93422419156507,39.93038761534633,27.77089527696825,419.1951530717738
